"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @NBATV: .@celtics are currently undefeated at TD Garden! 👀☘️

The last time they started the #NBAPlayoffs 9-0 at home, they won it all.…",FALSE,0,NA,2018-05-19 14:47:23,FALSE,NA,"997851214661521411",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Highlighter84",369,TRUE,FALSE,NA,NA
"2","RT @NBA: LeBron and Paul George exchange thrilling buckets in the 2013 Eastern Conference Finals... one of the #BudweiserLegendaryMoments o…",FALSE,0,NA,2018-05-19 14:47:13,FALSE,NA,"997851171997011968",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BaviJavi",367,TRUE,FALSE,NA,NA
"3","RT @NBA: LeBron and Paul George exchange thrilling buckets in the 2013 Eastern Conference Finals... one of the #BudweiserLegendaryMoments o…",FALSE,0,NA,2018-05-19 14:46:55,FALSE,NA,"997851096281505793",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Thatmanderek23",367,TRUE,FALSE,NA,NA
"4","RT @NBA: LeBron and Paul George exchange thrilling buckets in the 2013 Eastern Conference Finals... one of the #BudweiserLegendaryMoments o…",FALSE,0,NA,2018-05-19 14:46:43,FALSE,NA,"997851045408788481",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Nappy_Scrappy",367,TRUE,FALSE,NA,NA
"5","RT @Godfatherlocks: SUPER SATURDAY SPECIAL OFFER

$40.00 FOR ALL OF OUR PICKS FROM TODAY THROUGH MEMORIAL DAY MAY 28TH!!!

#NBAPlayoffs &amp; #…",FALSE,0,NA,2018-05-19 14:46:27,FALSE,NA,"997850981797941248",NA,"<a href=""http://checkoutthisvideos.com"" rel=""nofollow"">livesportsonline</a>","SureLiveSports",1,TRUE,FALSE,NA,NA
"6","RT @NBA: LeBron and Paul George exchange thrilling buckets in the 2013 Eastern Conference Finals... one of the #BudweiserLegendaryMoments o…",FALSE,0,NA,2018-05-19 14:46:20,FALSE,NA,"997850951066284033",NA,"<a href=""http://checkoutthisvideos.com"" rel=""nofollow"">livesportsonline</a>","SureLiveSports",367,TRUE,FALSE,NA,NA
"7","明日はセルティックスvsキャブズ第3戦のためだけに予定空けたから久しぶりのフル試合観戦を楽しんでセルティックス3連勝のために応援しよ！！
Let's Go CELTICS☘
#NBA  #NBAPlayoffs
#CELTICS  #CUsRise",FALSE,0,NA,2018-05-19 14:46:12,FALSE,NA,"997850916622553088",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kitymdnba",0,FALSE,FALSE,NA,NA
"8","RT @ct_nba: 2013東カンファレンスファイナル第2戦の第3Q終盤、お互いに点を取り合い火花を散らしたレブロン&amp;PG。クォーター終了直後のタッチを含め、 NBAプレイオフの名場面ですね。

via @NBA #NBAPlayoffs
https://t.co/21t8…",FALSE,0,NA,2018-05-19 14:46:10,FALSE,NA,"997850906757664769",NA,"<a href=""http://checkoutthisvideos.com"" rel=""nofollow"">livesportsonline</a>","SureLiveSports",56,TRUE,FALSE,NA,NA
"9","RT @GeoffLRamsey: Taking @MillieSRamsey to Cleveland to watch my @celtics beat her @cavs #NBAPlayoffs #CelticsVsCavs https://t.co/uzuZPSB23X",FALSE,0,NA,2018-05-19 14:45:35,FALSE,NA,"997850762507182080",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KingJaxon23",22,TRUE,FALSE,NA,NA
"10","RT @ct_nba: 2013東カンファレンスファイナル第2戦の第3Q終盤、お互いに点を取り合い火花を散らしたレブロン&amp;PG。クォーター終了直後のタッチを含め、 NBAプレイオフの名場面ですね。

via @NBA #NBAPlayoffs
https://t.co/21t8…",FALSE,0,NA,2018-05-19 14:45:35,FALSE,NA,"997850761726840832",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShutaKD35",56,TRUE,FALSE,NA,NA
"11","RT @ct_nba: 2013東カンファレンスファイナル第2戦の第3Q終盤、お互いに点を取り合い火花を散らしたレブロン&amp;PG。クォーター終了直後のタッチを含め、 NBAプレイオフの名場面ですね。

via @NBA #NBAPlayoffs
https://t.co/21t8…",FALSE,0,NA,2018-05-19 14:45:33,FALSE,NA,"997850752780419073",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","p1ffUU6JP49ig2X",56,TRUE,FALSE,NA,NA
"12","RT @NBA: LeBron and Paul George exchange thrilling buckets in the 2013 Eastern Conference Finals... one of the #BudweiserLegendaryMoments o…",FALSE,0,NA,2018-05-19 14:45:17,FALSE,NA,"997850686011273216",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","marielcasinillo",367,TRUE,FALSE,NA,NA
"13","SUPER SATURDAY SPECIAL OFFER

$40.00 FOR ALL OF OUR PICKS FROM TODAY THROUGH MEMORIAL DAY MAY 28TH!!!

#NBAPlayoffs… https://t.co/IFvIvP1jrQ",FALSE,1,NA,2018-05-19 14:45:10,TRUE,NA,"997850655653056514",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Godfatherlocks",1,FALSE,FALSE,NA,NA
"14","RT @NBA: LeBron and Paul George exchange thrilling buckets in the 2013 Eastern Conference Finals... one of the #BudweiserLegendaryMoments o…",FALSE,0,NA,2018-05-19 14:45:02,FALSE,NA,"997850622262116353",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","UlrickRiveraHer",367,TRUE,FALSE,NA,NA
"15","RT @ct_nba: 2013東カンファレンスファイナル第2戦の第3Q終盤、お互いに点を取り合い火花を散らしたレブロン&amp;PG。クォーター終了直後のタッチを含め、 NBAプレイオフの名場面ですね。

via @NBA #NBAPlayoffs
https://t.co/21t8…",FALSE,0,NA,2018-05-19 14:44:27,FALSE,NA,"997850475541098496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","abooofooo",56,TRUE,FALSE,NA,NA
"16","RT @NBA: LeBron and Paul George exchange thrilling buckets in the 2013 Eastern Conference Finals... one of the #BudweiserLegendaryMoments o…",FALSE,0,NA,2018-05-19 14:44:19,FALSE,NA,"997850444876611586",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","thatboydeville",367,TRUE,FALSE,NA,NA
"17","RT @cavs: “Everyone’s asking if my dad has any advice for me. But it’s pretty consistent with everyone else’s message: Stay ready.”
 
@Larr…",FALSE,0,NA,2018-05-19 14:44:18,FALSE,NA,"997850438195142656",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","acker_rickey",85,TRUE,FALSE,NA,NA
"18","RT @NBA: LeBron and Paul George exchange thrilling buckets in the 2013 Eastern Conference Finals... one of the #BudweiserLegendaryMoments o…",FALSE,0,NA,2018-05-19 14:44:09,FALSE,NA,"997850401306218504",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sanford_jj",367,TRUE,FALSE,NA,NA
"19","RT @NBA: LeBron and Paul George exchange thrilling buckets in the 2013 Eastern Conference Finals... one of the #BudweiserLegendaryMoments o…",FALSE,0,NA,2018-05-19 14:44:05,FALSE,NA,"997850386487799809",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tweetsbypapi",367,TRUE,FALSE,NA,NA
"20","#NBAPlayoffs TONIGHT",FALSE,0,NA,2018-05-19 14:44:05,FALSE,NA,"997850384407453696",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","24Roger_S",0,FALSE,FALSE,NA,NA
"21","RT @NBA: LeBron and Paul George exchange thrilling buckets in the 2013 Eastern Conference Finals... one of the #BudweiserLegendaryMoments o…",FALSE,0,NA,2018-05-19 14:43:38,FALSE,NA,"997850269483524097",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Tiago101Andrade",367,TRUE,FALSE,NA,NA
"22","Crap. The ending of the #NBAPlayoffs and #NHLPlayoffs will probably be at the same time tonight. #dividedattention",FALSE,0,NA,2018-05-19 14:43:33,FALSE,NA,"997850252278353922",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EYistotle",0,FALSE,FALSE,NA,NA
"23","RT @NBA: LeBron and Paul George exchange thrilling buckets in the 2013 Eastern Conference Finals... one of the #BudweiserLegendaryMoments o…",FALSE,0,NA,2018-05-19 14:43:20,FALSE,NA,"997850194250293248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_gwaynotgwey",367,TRUE,FALSE,NA,NA
"24","RT @X2thaV: Game day. Ce soir 2h30 avec @ERICMICOUD #NBAextra #Celtics #AllForOne #NBAPlayoffs https://t.co/BTUdtsAGV4",FALSE,0,NA,2018-05-19 14:43:02,FALSE,NA,"997850122087223297",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DorianLaland",43,TRUE,FALSE,NA,NA
"25","RT @NBA: LeBron and Paul George exchange thrilling buckets in the 2013 Eastern Conference Finals... one of the #BudweiserLegendaryMoments o…",FALSE,0,NA,2018-05-19 14:42:54,FALSE,NA,"997850086850813952",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mao35544374",367,TRUE,FALSE,NA,NA
"26","RT @NBA: Kevin Durant leads all scorers with 18 at the break of Game 2. #DubNation #NBAPlayoffs https://t.co/jq5Ag8lmKu",FALSE,0,NA,2018-05-19 14:42:37,FALSE,NA,"997850015933632512",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kileyallen4",124,TRUE,FALSE,NA,NA
"27","RT @NBA: LeBron and Paul George exchange thrilling buckets in the 2013 Eastern Conference Finals... one of the #BudweiserLegendaryMoments o…",FALSE,0,NA,2018-05-19 14:42:36,FALSE,NA,"997850011189817345",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Thad_Jones",367,TRUE,FALSE,NA,NA
"28","RT @NBA: LeBron and Paul George exchange thrilling buckets in the 2013 Eastern Conference Finals... one of the #BudweiserLegendaryMoments o…",FALSE,0,NA,2018-05-19 14:42:16,FALSE,NA,"997849926255038464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","6iaeyCmWRo2PhsQ",367,TRUE,FALSE,NA,NA
"29","RT @NBA: LeBron and Paul George exchange thrilling buckets in the 2013 Eastern Conference Finals... one of the #BudweiserLegendaryMoments o…",FALSE,0,NA,2018-05-19 14:42:15,FALSE,NA,"997849921184247814",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CorrosiveRules",367,TRUE,FALSE,NA,NA
"30","RT @NBA: LeBron and Paul George exchange thrilling buckets in the 2013 Eastern Conference Finals... one of the #BudweiserLegendaryMoments o…",FALSE,0,NA,2018-05-19 14:42:06,FALSE,NA,"997849884689547264",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Latreeey_",367,TRUE,FALSE,NA,NA
"31","RT @NBA: LeBron and Paul George exchange thrilling buckets in the 2013 Eastern Conference Finals... one of the #BudweiserLegendaryMoments o…",FALSE,0,NA,2018-05-19 14:41:44,FALSE,NA,"997849792507138048",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dimassuryatmojo",367,TRUE,FALSE,NA,NA
"32","RT @X2thaV: Game day. Ce soir 2h30 avec @ERICMICOUD #NBAextra #Celtics #AllForOne #NBAPlayoffs https://t.co/BTUdtsAGV4",FALSE,0,NA,2018-05-19 14:41:42,FALSE,NA,"997849782864547841",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","gil2chill",43,TRUE,FALSE,NA,NA
"33","RT @NBA: LeBron and Paul George exchange thrilling buckets in the 2013 Eastern Conference Finals... one of the #BudweiserLegendaryMoments o…",FALSE,0,NA,2018-05-19 14:41:35,FALSE,NA,"997849756838772736",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","SoRa_hagoromo9",367,TRUE,FALSE,NA,NA
"34","RT @notareligionorg: I still Lebron wins this series. Not the Cavs, Lebron. Lebron has won every game they've won for them this post season…",FALSE,0,NA,2018-05-19 14:41:27,FALSE,NA,"997849722713931776",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Londel2",2,TRUE,FALSE,NA,NA
"35","RT @NBA: LeBron and Paul George exchange thrilling buckets in the 2013 Eastern Conference Finals... one of the #BudweiserLegendaryMoments o…",FALSE,0,NA,2018-05-19 14:41:17,FALSE,NA,"997849678912937985",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","meed00w",367,TRUE,FALSE,NA,NA
"36","RT @NBA: LeBron and Paul George exchange thrilling buckets in the 2013 Eastern Conference Finals... one of the #BudweiserLegendaryMoments o…",FALSE,0,NA,2018-05-19 14:41:11,FALSE,NA,"997849654376124416",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Anthony78102762",367,TRUE,FALSE,NA,NA
"37","RT @1340AMFOXSports: On this episode of  @SoulNSports @MikeKnoxxx and the crew discuss the  #NBAPLAYOFFS, KD VS JAMES, the Washington Capit…",FALSE,0,NA,2018-05-19 14:40:34,FALSE,NA,"997849499354718208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","UrbanSportScene",5,TRUE,FALSE,NA,NA
"38","RT @NBA: LeBron and Paul George exchange thrilling buckets in the 2013 Eastern Conference Finals... one of the #BudweiserLegendaryMoments o…",FALSE,0,NA,2018-05-19 14:40:23,FALSE,NA,"997849454802800640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","possible_bhasin",367,TRUE,FALSE,NA,NA
"39","RT @NBATV: .@celtics are currently undefeated at TD Garden! 👀☘️

The last time they started the #NBAPlayoffs 9-0 at home, they won it all.…",FALSE,0,NA,2018-05-19 14:40:16,FALSE,NA,"997849423756570626",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ChaddyRanger99",369,TRUE,FALSE,NA,NA
"40","RT @ct_nba: 2013東カンファレンスファイナル第2戦の第3Q終盤、お互いに点を取り合い火花を散らしたレブロン&amp;PG。クォーター終了直後のタッチを含め、 NBAプレイオフの名場面ですね。

via @NBA #NBAPlayoffs
https://t.co/21t8…",FALSE,0,NA,2018-05-19 14:40:03,FALSE,NA,"997849367506706433",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","h_aaaaa_r_uuuuu",56,TRUE,FALSE,NA,NA
"41","RT @GeoffLRamsey: Taking @MillieSRamsey to Cleveland to watch my @celtics beat her @cavs #NBAPlayoffs #CelticsVsCavs https://t.co/uzuZPSB23X",FALSE,0,NA,2018-05-19 14:39:49,FALSE,NA,"997849311303077889",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WitherSpartanIV",22,TRUE,FALSE,NA,NA
"42","RT @All_SportNews: ¡No falla! 👌 
LeBron James se prepara para el 3er partido de la Final de Este. 

#NBAPlayoffs #KingJames 🤴🏾 https://t.co…",FALSE,0,NA,2018-05-19 14:39:45,FALSE,NA,"997849294571962369",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EduardoG995",4,TRUE,FALSE,NA,NA
"43","RT @NBA: LeBron and Paul George exchange thrilling buckets in the 2013 Eastern Conference Finals... one of the #BudweiserLegendaryMoments o…",FALSE,0,NA,2018-05-19 14:39:39,FALSE,NA,"997849268814798848",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","theblacksasuke_",367,TRUE,FALSE,NA,NA
"44","RT @NBA: LeBron and Paul George exchange thrilling buckets in the 2013 Eastern Conference Finals... one of the #BudweiserLegendaryMoments o…",FALSE,0,NA,2018-05-19 14:39:12,FALSE,NA,"997849156994641920",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","therealtriil",367,TRUE,FALSE,NA,NA
"45","RT @NBA: LeBron and Paul George exchange thrilling buckets in the 2013 Eastern Conference Finals... one of the #BudweiserLegendaryMoments o…",FALSE,0,NA,2018-05-19 14:39:08,FALSE,NA,"997849137847590912",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","theofficixl_kay",367,TRUE,FALSE,NA,NA
"46","RT @X2thaV: Game day. Ce soir 2h30 avec @ERICMICOUD #NBAextra #Celtics #AllForOne #NBAPlayoffs https://t.co/BTUdtsAGV4",FALSE,0,NA,2018-05-19 14:39:07,FALSE,NA,"997849135331074051",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Gu_Gs",43,TRUE,FALSE,NA,NA
"47","RT @NBA: LeBron and Paul George exchange thrilling buckets in the 2013 Eastern Conference Finals... one of the #BudweiserLegendaryMoments o…",FALSE,0,NA,2018-05-19 14:39:03,FALSE,NA,"997849118889463808",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JasonRP2226",367,TRUE,FALSE,NA,NA
"48","RT @Godfatherlocks: MAJOR MASSIVE 200 UNIT #NBAPlayoff WINNER TONIGHT!!!

#BOSvsCLE 

7-3 RUN IN THE #NBAPlayoffs

This pick is as strong a…",FALSE,0,NA,2018-05-19 14:39:02,FALSE,NA,"997849114237980672",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JoeYounes15",2,TRUE,FALSE,NA,NA
"49","RT @NBA: LeBron and Paul George exchange thrilling buckets in the 2013 Eastern Conference Finals... one of the #BudweiserLegendaryMoments o…",FALSE,0,NA,2018-05-19 14:38:47,FALSE,NA,"997849049259757568",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ndumohg",367,TRUE,FALSE,NA,NA
"50","SUPER SATURDAY...
SUPER SPECIAL...

#NBAPlayoffs &amp; #MLB WINNERS
$40.00 FOR 10 DAYS!!!

ENTRY INTO OUR $1000 AMAZON… https://t.co/qJTyK9USao",FALSE,1,NA,2018-05-19 14:38:44,TRUE,NA,"997849040284016640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Godfatherlocks",0,FALSE,FALSE,NA,NA
"51","RT @NBA: LeBron and Paul George exchange thrilling buckets in the 2013 Eastern Conference Finals... one of the #BudweiserLegendaryMoments o…",FALSE,0,NA,2018-05-19 14:38:43,FALSE,NA,"997849032537001989",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Silent_Shooter_",367,TRUE,FALSE,NA,NA
"52","Between #RoyalWedding #PreaknessStakes and #NBAPlayoffs I see no reason to leave the house today 🤷🏽‍♀️",FALSE,0,NA,2018-05-19 14:38:41,FALSE,NA,"997849027151527937",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DanicaRachele",0,FALSE,FALSE,NA,NA
"53","RT @NBA: LeBron and Paul George exchange thrilling buckets in the 2013 Eastern Conference Finals... one of the #BudweiserLegendaryMoments o…",FALSE,0,NA,2018-05-19 14:38:35,FALSE,NA,"997849001801154561",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JayShindo",367,TRUE,FALSE,NA,NA
"54","RT @NBALatam: ¡Regresan los #NBAPlayoffs! Hoy es el Juego 3 entre los @cavs y @celtics en la Final de la Conferencia Oeste.
¿Harán pesar la…",FALSE,0,NA,2018-05-19 14:38:31,FALSE,NA,"997848984264716289",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ivsala",4,TRUE,FALSE,NA,NA
"55","RT @ct_nba: 2013東カンファレンスファイナル第2戦の第3Q終盤、お互いに点を取り合い火花を散らしたレブロン&amp;PG。クォーター終了直後のタッチを含め、 NBAプレイオフの名場面ですね。

via @NBA #NBAPlayoffs
https://t.co/21t8…",FALSE,0,NA,2018-05-19 14:38:28,FALSE,NA,"997848970763239426",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tsuyoshibasket2",56,TRUE,FALSE,NA,NA
"56","RT @X2thaV: Game day. Ce soir 2h30 avec @ERICMICOUD #NBAextra #Celtics #AllForOne #NBAPlayoffs https://t.co/BTUdtsAGV4",FALSE,0,NA,2018-05-19 14:38:13,FALSE,NA,"997848907358011392",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","MalickDaho",43,TRUE,FALSE,NA,NA
"57","RT @NBA: LeBron and Paul George exchange thrilling buckets in the 2013 Eastern Conference Finals... one of the #BudweiserLegendaryMoments o…",FALSE,0,NA,2018-05-19 14:38:11,FALSE,NA,"997848899925823490",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","brodie_004",367,TRUE,FALSE,NA,NA
"58","RT @NBA: LeBron and Paul George exchange thrilling buckets in the 2013 Eastern Conference Finals... one of the #BudweiserLegendaryMoments o…",FALSE,0,NA,2018-05-19 14:38:09,FALSE,NA,"997848890840944641",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Domoflage1",367,TRUE,FALSE,NA,NA
"59","RT @NBA: LeBron and Paul George exchange thrilling buckets in the 2013 Eastern Conference Finals... one of the #BudweiserLegendaryMoments o…",FALSE,0,NA,2018-05-19 14:38:01,FALSE,NA,"997848858523729920",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jerrielsanchez",367,TRUE,FALSE,NA,NA
"60","RT @NBA: LeBron and Paul George exchange thrilling buckets in the 2013 Eastern Conference Finals... one of the #BudweiserLegendaryMoments o…",FALSE,0,NA,2018-05-19 14:37:35,FALSE,NA,"997848747311759362",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PapiTyree",367,TRUE,FALSE,NA,NA
"61","RT @NBA: LeBron and Paul George exchange thrilling buckets in the 2013 Eastern Conference Finals... one of the #BudweiserLegendaryMoments o…",FALSE,0,NA,2018-05-19 14:36:53,FALSE,NA,"997848574045163520",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Irthompson2018",367,TRUE,FALSE,NA,NA
"62","RT @NBATV: .@celtics are currently undefeated at TD Garden! 👀☘️

The last time they started the #NBAPlayoffs 9-0 at home, they won it all.…",FALSE,0,NA,2018-05-19 14:36:52,FALSE,NA,"997848566554091520",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jtroha63",369,TRUE,FALSE,NA,NA
"63","RT @NBALatam: ¡Regresan los #NBAPlayoffs! Hoy es el Juego 3 entre los @cavs y @celtics en la Final de la Conferencia Oeste.
¿Harán pesar la…",FALSE,0,NA,2018-05-19 14:36:49,FALSE,NA,"997848554386403330",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SebaTC_",4,TRUE,FALSE,NA,NA
"64","RT @NBA: LeBron and Paul George exchange thrilling buckets in the 2013 Eastern Conference Finals... one of the #BudweiserLegendaryMoments o…",FALSE,0,NA,2018-05-19 14:36:47,FALSE,NA,"997848546228555776",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BlackMigo94",367,TRUE,FALSE,NA,NA
"65","RT @ct_nba: 2013東カンファレンスファイナル第2戦の第3Q終盤、お互いに点を取り合い火花を散らしたレブロン&amp;PG。クォーター終了直後のタッチを含め、 NBAプレイオフの名場面ですね。

via @NBA #NBAPlayoffs
https://t.co/21t8…",FALSE,0,NA,2018-05-19 14:36:38,FALSE,NA,"997848509343674368",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yuto0602jjj",56,TRUE,FALSE,NA,NA
"66","RT @GeoffLRamsey: Taking @MillieSRamsey to Cleveland to watch my @celtics beat her @cavs #NBAPlayoffs #CelticsVsCavs https://t.co/uzuZPSB23X",FALSE,0,NA,2018-05-19 14:36:25,FALSE,NA,"997848457116377088",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CsapDaddy83",22,TRUE,FALSE,NA,NA
"67","RT @Ang_CLE_: #NBAPlayoffs  @elkandelk #CavsTBT @elkandelk Return to CLE https://t.co/4gb1mzKUBc",FALSE,0,NA,2018-05-19 14:36:25,FALSE,NA,"997848455585386496",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NathanPriestle8",3,TRUE,FALSE,NA,NA
"68","Some weekend of sport ahead of us. #scottishcupfinal, #FACupFinal, #MagicWeekend &amp; then game 3 of the #NBAplayoffs. https://t.co/Qa2yCJg3eJ",FALSE,0,NA,2018-05-19 14:36:18,FALSE,NA,"997848425973592064",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RJConway92",0,FALSE,FALSE,NA,NA
"69","RT @kobebryant: 👀@jaytatum0 is the next subject of DETAIL.  Watch my analysis from Game 2 of the Eastern Conference Finals on the ESPN+ app…",FALSE,0,NA,2018-05-19 14:36:18,FALSE,NA,"997848425893957635",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pEeZyDoEsIt06",3241,TRUE,FALSE,NA,NA
"70","RT @NBA: All 🔟 @HoustonRockets 3's from the 1st half of Game 2! #Rockets #NBAPlayoffs https://t.co/gdqKROryIk",FALSE,0,NA,2018-05-19 14:36:16,FALSE,NA,"997848415563341825",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kevolivee",232,TRUE,FALSE,NA,NA
"71","RT @NBA: LeBron and Paul George exchange thrilling buckets in the 2013 Eastern Conference Finals... one of the #BudweiserLegendaryMoments o…",FALSE,0,NA,2018-05-19 14:36:13,FALSE,NA,"997848403060150272",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Silva_Surfer13",367,TRUE,FALSE,NA,NA
"72","RT @ct_nba: 2013東カンファレンスファイナル第2戦の第3Q終盤、お互いに点を取り合い火花を散らしたレブロン&amp;PG。クォーター終了直後のタッチを含め、 NBAプレイオフの名場面ですね。

via @NBA #NBAPlayoffs
https://t.co/21t8…",FALSE,0,NA,2018-05-19 14:35:54,FALSE,NA,"997848323586379779",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kou_38_hyou",56,TRUE,FALSE,NA,NA
"73","RT @NBA: LeBron and Paul George exchange thrilling buckets in the 2013 Eastern Conference Finals... one of the #BudweiserLegendaryMoments o…",FALSE,0,NA,2018-05-19 14:35:52,FALSE,NA,"997848316942598145",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","beatsbydjuan",367,TRUE,FALSE,NA,NA
